"date","CHINA A-DS MARKET $ - PRICE INDEX","DAX 30 PERFORMANCE - PRICE INDEX","DOW JONES INDUSTRIALS - PRICE INDEX","FTSE ALL SHARE - PRICE INDEX","IRELAND-DS MARKET $ - PRICE INDEX","NIKKEI 225 STOCK AVERAGE - PRICE INDEX","RUSSELL 2000 - PRICE INDEX","S&P 500 COMPOSITE DS CALCULATED - PRICE INDEX","WORLD-DS Market - PRICE INDEX"
1961-07-05,NA,NA,692.77,NA,NA,1777.66,NA,NA,NA
1961-07-06,NA,NA,694.27,NA,NA,1781.61,NA,NA,NA
1961-07-07,NA,NA,692.73,NA,NA,1781.61,NA,NA,NA
1961-07-10,NA,NA,693.16,NA,NA,1795.31,NA,NA,NA
1961-07-11,NA,NA,694.47,NA,NA,1793.45,NA,NA,NA
1961-07-12,NA,NA,690.79,NA,NA,1806.47,NA,NA,NA
1961-07-13,NA,NA,685.9,NA,NA,1810.97,NA,NA,NA
1961-07-14,NA,NA,690.95,NA,NA,1822.02,NA,NA,NA
1961-07-17,NA,NA,684.59,NA,NA,1811.95,NA,NA,NA
1961-07-18,NA,NA,679.3,NA,NA,1829.74,NA,NA,NA
1961-07-19,NA,NA,682.74,NA,NA,1804.06,NA,NA,NA
1961-07-20,NA,NA,682.97,NA,NA,1818.15,NA,NA,NA
1961-07-21,NA,NA,682.81,NA,NA,1772.43,NA,NA,NA
1961-07-24,NA,NA,682.14,NA,NA,1793.19,NA,NA,NA
1961-07-25,NA,NA,686.37,NA,NA,1785.36,NA,NA,NA
1961-07-26,NA,NA,694.19,NA,NA,1773.71,NA,NA,NA
1961-07-27,NA,NA,702.8,NA,NA,1761.17,NA,NA,NA
1961-07-28,NA,NA,705.13,NA,NA,1768.24,NA,NA,NA
1961-07-31,NA,NA,705.37,NA,NA,1745.26,NA,NA,NA
1961-08-01,NA,NA,713.94,NA,NA,1752.79,NA,NA,NA
1961-08-02,NA,NA,710.46,NA,NA,1763.89,NA,NA,NA
1961-08-03,NA,NA,715.71,NA,NA,1729.85,NA,NA,NA
1961-08-04,NA,NA,720.69,NA,NA,1720.47,NA,NA,NA
1961-08-07,NA,NA,719.58,NA,NA,1691.82,NA,NA,NA
1961-08-08,NA,NA,720.22,NA,NA,1702.23,NA,NA,NA
1961-08-09,NA,NA,717.57,NA,NA,1673.18,NA,NA,NA
1961-08-10,NA,NA,720.49,NA,NA,1660.04,NA,NA,NA
1961-08-11,NA,NA,722.61,NA,NA,1712.85,NA,NA,NA
1961-08-14,NA,NA,718.93,NA,NA,1727.8,NA,NA,NA
1961-08-15,NA,NA,716.18,NA,NA,1739.19,NA,NA,NA
1961-08-16,NA,NA,718.2,NA,NA,1739.34,NA,NA,NA
1961-08-17,NA,NA,721.84,NA,NA,1735.07,NA,NA,NA
1961-08-18,NA,NA,723.54,NA,NA,1721.01,NA,NA,NA
1961-08-21,NA,NA,724.75,NA,NA,1721.56,NA,NA,NA
1961-08-22,NA,NA,725.76,NA,NA,1707.51,NA,NA,NA
1961-08-23,NA,NA,720.46,NA,NA,1684.98,NA,NA,NA
1961-08-24,NA,NA,714.03,NA,NA,1679.41,NA,NA,NA
1961-08-25,NA,NA,716.7,NA,NA,1689.02,NA,NA,NA
1961-08-28,NA,NA,716.01,NA,NA,1663.92,NA,NA,NA
1961-08-29,NA,NA,714.15,NA,NA,1642.68,NA,NA,NA
1961-08-30,NA,NA,716.9,NA,NA,1615.37,NA,NA,NA
1961-08-31,NA,NA,719.94,NA,NA,1602.37,NA,NA,NA
1961-09-01,NA,NA,721.19,NA,NA,1615.49,NA,NA,NA
1961-09-04,NA,NA,721.19,NA,NA,1614.94,NA,NA,NA
1961-09-05,NA,NA,718.72,NA,NA,1588.52,NA,NA,NA
1961-09-06,NA,NA,726.01,NA,NA,1544.58,NA,NA,NA
1961-09-07,NA,NA,726.53,NA,NA,1573.89,NA,NA,NA
1961-09-08,NA,NA,720.91,NA,NA,1605.47,NA,NA,NA
1961-09-11,NA,NA,714.36,NA,NA,1585.93,NA,NA,NA
1961-09-12,NA,NA,722.61,NA,NA,1573.25,NA,NA,NA
1961-09-13,NA,NA,722.2,NA,NA,1546.24,NA,NA,NA
1961-09-14,NA,NA,715,NA,NA,1509.68,NA,NA,NA
1961-09-15,NA,NA,716.3,NA,NA,1515.98,NA,NA,NA
1961-09-18,NA,NA,711.24,NA,NA,1482.02,NA,NA,NA
1961-09-19,NA,NA,702.54,NA,NA,1507.78,NA,NA,NA
1961-09-20,NA,NA,707.32,NA,NA,1509.03,NA,NA,NA
1961-09-21,NA,NA,706.31,NA,NA,1495.59,NA,NA,NA
1961-09-22,NA,NA,701.57,NA,NA,1489.74,NA,NA,NA
1961-09-25,NA,NA,691.86,NA,NA,1488.47,NA,NA,NA
1961-09-26,NA,NA,693.2,NA,NA,1506.95,NA,NA,NA
1961-09-27,NA,NA,701.13,NA,NA,1499.69,NA,NA,NA
1961-09-28,NA,NA,700.28,NA,NA,1525.06,NA,NA,NA
1961-09-29,NA,NA,701.21,NA,NA,1524.73,NA,NA,NA
1961-10-02,NA,NA,699.83,NA,NA,1486.52,NA,NA,NA
1961-10-03,NA,NA,698.66,NA,NA,1465.08,NA,NA,NA
1961-10-04,NA,NA,703.31,NA,NA,1420.31,NA,NA,NA
1961-10-05,NA,NA,708.49,NA,NA,1420.85,NA,NA,NA
1961-10-06,NA,NA,708.25,NA,NA,1395.31,NA,NA,NA
1961-10-09,NA,NA,705.42,NA,NA,1345.4,NA,NA,NA
1961-10-10,NA,NA,706.67,NA,NA,1373.7,NA,NA,NA
1961-10-11,NA,NA,705.62,NA,NA,1398.88,NA,NA,NA
1961-10-12,NA,NA,705.5,NA,NA,1386.04,NA,NA,NA
1961-10-13,NA,NA,703.31,NA,NA,1402.64,NA,NA,NA
1961-10-16,NA,NA,703.15,NA,NA,1409.79,NA,NA,NA
1961-10-17,NA,NA,701.98,NA,NA,1381.66,NA,NA,NA
1961-10-18,NA,NA,704.2,NA,NA,1356.12,NA,NA,NA
1961-10-19,NA,NA,704.85,NA,NA,1315.55,NA,NA,NA
1961-10-20,NA,NA,705.62,NA,NA,1325.46,NA,NA,NA
1961-10-23,NA,NA,698.98,NA,NA,1299.76,NA,NA,NA
1961-10-24,NA,NA,697.24,NA,NA,1308.99,NA,NA,NA
1961-10-25,NA,NA,700.72,NA,NA,1348.38,NA,NA,NA
1961-10-26,NA,NA,700.68,NA,NA,1349.48,NA,NA,NA
1961-10-27,NA,NA,698.74,NA,NA,1333.99,NA,NA,NA
1961-10-30,NA,NA,701.09,NA,NA,1322.11,NA,NA,NA
1961-10-31,NA,NA,703.92,NA,NA,1329.51,NA,NA,NA
1961-11-01,NA,NA,703.84,NA,NA,1360.15,NA,NA,NA
1961-11-02,NA,NA,706.83,NA,NA,1367.56,NA,NA,NA
1961-11-03,NA,NA,709.26,NA,NA,1367.56,NA,NA,NA
1961-11-06,NA,NA,714.6,NA,NA,1388.3,NA,NA,NA
1961-11-07,NA,NA,714.6,NA,NA,1413.5,NA,NA,NA
1961-11-08,NA,NA,723.74,NA,NA,1428.83,NA,NA,NA
1961-11-09,NA,NA,722.28,NA,NA,1417.63,NA,NA,NA
1961-11-10,NA,NA,724.83,NA,NA,1426.95,NA,NA,NA
1961-11-13,NA,NA,728.43,NA,NA,1398.75,NA,NA,NA
1961-11-14,NA,NA,732.56,NA,NA,1399.32,NA,NA,NA
1961-11-15,NA,NA,734.34,NA,NA,1388.88,NA,NA,NA
1961-11-16,NA,NA,733.33,NA,NA,1397.86,NA,NA,NA
1961-11-17,NA,NA,729.53,NA,NA,1391.08,NA,NA,NA
1961-11-20,NA,NA,730.09,NA,NA,1376.8,NA,NA,NA
1961-11-21,NA,NA,729.32,NA,NA,1373.51,NA,NA,NA
1961-11-22,NA,NA,730.42,NA,NA,1376.18,NA,NA,NA
1961-11-23,NA,NA,730.42,NA,NA,1376.18,NA,NA,NA
1961-11-24,NA,NA,732.6,NA,NA,1367.47,NA,NA,NA
1961-11-27,NA,NA,731.99,NA,NA,1342.45,NA,NA,NA
1961-11-28,NA,NA,728.07,NA,NA,1327.33,NA,NA,NA
1961-11-29,NA,NA,727.18,NA,NA,1303.15,NA,NA,NA
1961-11-30,NA,NA,721.6,NA,NA,1325.78,NA,NA,NA
1961-12-01,NA,NA,728.8,NA,NA,1333.96,NA,NA,NA
1961-12-04,NA,NA,731.22,NA,NA,1327.35,NA,NA,NA
1961-12-05,NA,NA,731.31,NA,NA,1332.91,NA,NA,NA
1961-12-06,NA,NA,730.09,NA,NA,1317.72,NA,NA,NA
1961-12-07,NA,NA,726.45,NA,NA,1298.69,NA,NA,NA
1961-12-08,NA,NA,728.23,NA,NA,1296.68,NA,NA,NA
1961-12-11,NA,NA,732.56,NA,NA,1281.65,NA,NA,NA
1961-12-12,NA,NA,734.02,NA,NA,1279.21,NA,NA,NA
1961-12-13,NA,NA,734.91,NA,NA,1291.19,NA,NA,NA
1961-12-14,NA,NA,730.94,NA,NA,1272.59,NA,NA,NA
1961-12-15,NA,NA,729.4,NA,NA,1267.59,NA,NA,NA
1961-12-18,NA,NA,727.71,NA,NA,1263.47,NA,NA,NA
1961-12-19,NA,NA,722.41,NA,NA,1258,NA,NA,NA
1961-12-20,NA,NA,722.57,NA,NA,1281.63,NA,NA,NA
1961-12-21,NA,NA,720.1,NA,NA,1327.54,NA,NA,NA
1961-12-22,NA,NA,720.87,NA,NA,1345.23,NA,NA,NA
1961-12-25,NA,NA,720.87,NA,NA,1384.37,NA,NA,NA
1961-12-26,NA,NA,723.09,NA,NA,1398.84,NA,NA,NA
1961-12-27,NA,NA,731.43,NA,NA,1421.34,NA,NA,NA
1961-12-28,NA,NA,731.51,NA,NA,1432.6,NA,NA,NA
1961-12-29,NA,NA,731.14,NA,NA,1432.6,NA,NA,NA
1962-01-01,NA,NA,731.14,NA,NA,1432.6,NA,NA,NA
1962-01-02,NA,NA,724.71,NA,NA,1432.6,NA,NA,NA
1962-01-03,NA,NA,726.01,NA,NA,1432.6,NA,NA,NA
1962-01-04,NA,NA,722.53,NA,NA,1425.3,NA,NA,NA
1962-01-05,NA,NA,714.84,NA,NA,1403.07,NA,NA,NA
1962-01-08,NA,NA,708.98,NA,NA,1426.12,NA,NA,NA
1962-01-09,NA,NA,707.64,NA,NA,1430.75,NA,NA,NA
1962-01-10,NA,NA,706.02,NA,NA,1434.76,NA,NA,NA
1962-01-11,NA,NA,710.67,NA,NA,1461.79,NA,NA,NA
1962-01-12,NA,NA,711.73,NA,NA,1461.29,NA,NA,NA
1962-01-15,NA,NA,709.5,NA,NA,1461.29,NA,NA,NA
1962-01-16,NA,NA,705.29,NA,NA,1477.46,NA,NA,NA
1962-01-17,NA,NA,697.41,NA,NA,1467.31,NA,NA,NA
1962-01-18,NA,NA,696.03,NA,NA,1478.98,NA,NA,NA
1962-01-19,NA,NA,700.72,NA,NA,1483.38,NA,NA,NA
1962-01-22,NA,NA,701.98,NA,NA,1496.54,NA,NA,NA
1962-01-23,NA,NA,698.54,NA,NA,1488.35,NA,NA,NA
1962-01-24,NA,NA,698.17,NA,NA,1504.01,NA,NA,NA
1962-01-25,NA,NA,696.52,NA,NA,1511.53,NA,NA,NA
1962-01-26,NA,NA,692.19,NA,NA,1497.01,NA,NA,NA
1962-01-29,NA,NA,689.92,NA,NA,1508.37,NA,NA,NA
1962-01-30,NA,NA,694.09,NA,NA,1497.52,NA,NA,NA
1962-01-31,NA,NA,700,NA,NA,1511.14,NA,NA,NA
1962-02-01,NA,NA,702.54,NA,NA,1518.04,NA,NA,NA
1962-02-02,NA,NA,706.55,NA,NA,1526.82,NA,NA,NA
1962-02-05,NA,NA,706.14,NA,NA,1549.86,NA,NA,NA
1962-02-06,NA,NA,710.39,NA,NA,1536.86,NA,NA,NA
1962-02-07,NA,NA,715.73,NA,NA,1552.7,NA,NA,NA
1962-02-08,NA,NA,716.82,NA,NA,1566.18,NA,NA,NA
1962-02-09,NA,NA,714.27,NA,NA,1578.52,NA,NA,NA
1962-02-12,NA,NA,714.92,NA,NA,1573.7,NA,NA,NA
1962-02-13,NA,NA,714.32,NA,NA,1577.89,NA,NA,NA
1962-02-14,NA,NA,713.67,NA,NA,1589.76,NA,NA,NA
1962-02-15,NA,NA,717.27,NA,NA,1577.82,NA,NA,NA
1962-02-16,NA,NA,716.46,NA,NA,1550.45,NA,NA,NA
1962-02-19,NA,NA,714.36,NA,NA,1528.26,NA,NA,NA
1962-02-20,NA,NA,717.55,NA,NA,1532.21,NA,NA,NA
1962-02-21,NA,NA,713.02,NA,NA,1525.26,NA,NA,NA
1962-02-22,NA,NA,713.02,NA,NA,1521.24,NA,NA,NA
1962-02-23,NA,NA,709.54,NA,NA,1526.65,NA,NA,NA
1962-02-26,NA,NA,706.22,NA,NA,1492.44,NA,NA,NA
1962-02-27,NA,NA,709.22,NA,NA,1480.28,NA,NA,NA
1962-02-28,NA,NA,708.05,NA,NA,1502.88,NA,NA,NA
1962-03-01,NA,NA,711.81,NA,NA,1479.83,NA,NA,NA
1962-03-02,NA,NA,711,NA,NA,1472.33,NA,NA,NA
1962-03-05,NA,NA,709.99,NA,NA,1482.27,NA,NA,NA
1962-03-06,NA,NA,708.17,NA,NA,1499.36,NA,NA,NA
1962-03-07,NA,NA,706.63,NA,NA,1505.12,NA,NA,NA
1962-03-08,NA,NA,713.75,NA,NA,1496.5,NA,NA,NA
1962-03-09,NA,NA,714.44,NA,NA,1484.32,NA,NA,NA
1962-03-12,NA,NA,714.68,NA,NA,1477.14,NA,NA,NA
1962-03-13,NA,NA,716.58,NA,NA,1475.15,NA,NA,NA
1962-03-14,NA,NA,720.95,NA,NA,1454.6,NA,NA,NA
1962-03-15,NA,NA,723.54,NA,NA,1457.06,NA,NA,NA
1962-03-16,NA,NA,722.27,NA,NA,1484.9,NA,NA,NA
1962-03-19,NA,NA,720.38,NA,NA,1497.31,NA,NA,NA
1962-03-20,NA,NA,719.66,NA,NA,1494.24,NA,NA,NA
1962-03-21,NA,NA,716.62,NA,NA,1494.24,NA,NA,NA
1962-03-22,NA,NA,716.7,NA,NA,1510.02,NA,NA,NA
1962-03-23,NA,NA,716.46,NA,NA,1514.93,NA,NA,NA
1962-03-26,NA,NA,710.67,NA,NA,1503.28,NA,NA,NA
1962-03-27,NA,NA,707.28,NA,NA,1508.36,NA,NA,NA
1962-03-28,NA,NA,712.25,NA,NA,1477.43,NA,NA,NA
1962-03-29,NA,NA,711.28,NA,NA,1476.89,NA,NA,NA
1962-03-30,NA,NA,706.95,NA,NA,1436.01,NA,NA,NA
1962-04-02,NA,NA,705.42,NA,NA,1420.36,NA,NA,NA
1962-04-03,NA,NA,700.6,NA,NA,1424.09,NA,NA,NA
1962-04-04,NA,NA,696.88,NA,NA,1417.15,NA,NA,NA
1962-04-05,NA,NA,700.88,NA,NA,1405.97,NA,NA,NA
1962-04-06,NA,NA,699.63,NA,NA,1401.06,NA,NA,NA
1962-04-09,NA,NA,692.96,NA,NA,1390.78,NA,NA,NA
1962-04-10,NA,NA,695.46,100,NA,1386.53,NA,NA,NA
1962-04-11,NA,NA,694.9,100,NA,1419.93,NA,NA,NA
1962-04-12,NA,NA,685.67,100,NA,1413.5,NA,NA,NA
1962-04-13,NA,NA,687.9,100,NA,1421.91,NA,NA,NA
1962-04-16,NA,NA,684.06,99.19,NA,1406.35,NA,NA,NA
1962-04-17,NA,NA,688.43,99.19,NA,1391.26,NA,NA,NA
1962-04-18,NA,NA,691.01,99.19,NA,1359.85,NA,NA,NA
1962-04-19,NA,NA,694.25,99.19,NA,1370.76,NA,NA,NA
1962-04-20,NA,NA,694.25,99.19,NA,1377.02,NA,NA,NA
1962-04-23,NA,NA,694.61,99.19,NA,1343.85,NA,NA,NA
1962-04-24,NA,NA,693,99.19,NA,1349.21,NA,NA,NA
1962-04-25,NA,NA,683.69,99.19,NA,1342.3,NA,NA,NA
1962-04-26,NA,NA,678.68,99.19,NA,1361.7,NA,NA,NA
1962-04-27,NA,NA,672.2,99.19,NA,1381.73,NA,NA,NA
1962-04-30,NA,NA,665.33,102.49,NA,1378.42,NA,NA,NA
1962-05-01,NA,NA,671.24,102.49,NA,1369.02,NA,NA,NA
1962-05-02,NA,NA,669.96,102.49,NA,1366.87,NA,NA,NA
1962-05-03,NA,NA,675.49,102.49,NA,1366.87,NA,NA,NA
1962-05-04,NA,NA,671.2,102.49,NA,1372.48,NA,NA,NA
1962-05-07,NA,NA,670.99,102.49,NA,1375.18,NA,NA,NA
1962-05-08,NA,NA,663.9,102.49,NA,1397.8,NA,NA,NA
1962-05-09,NA,NA,654.7,102.49,NA,1413.94,NA,NA,NA
1962-05-10,NA,NA,647.23,102.49,NA,1442.01,NA,NA,NA
1962-05-11,NA,NA,640.63,102.49,NA,1445.89,NA,NA,NA
1962-05-14,NA,NA,646.2,102.49,NA,1426.94,NA,NA,NA
1962-05-15,NA,NA,655.36,100.55,NA,1439.36,NA,NA,NA
1962-05-16,NA,NA,654.04,100.55,NA,1435.77,NA,NA,NA
1962-05-17,NA,NA,649.79,100.55,NA,1426.8,NA,NA,NA
1962-05-18,NA,NA,650.7,100.55,NA,1409.32,NA,NA,NA
1962-05-21,NA,NA,648.59,100.55,NA,1420.03,NA,NA,NA
1962-05-22,NA,NA,636.34,100.55,NA,1413.95,NA,NA,NA
1962-05-23,NA,NA,626.52,100.55,NA,1400.09,NA,NA,NA
1962-05-24,NA,NA,622.56,100.55,NA,1394.02,NA,NA,NA
1962-05-25,NA,NA,611.88,100.55,NA,1403,NA,NA,NA
1962-05-28,NA,NA,576.93,100.55,NA,1393.45,NA,NA,NA
1962-05-29,NA,NA,603.96,100.55,NA,1375.69,NA,NA,NA
1962-05-30,NA,NA,603.96,100.55,NA,1362.3,NA,NA,NA
1962-05-31,NA,NA,613.36,92.74,NA,1367.08,NA,NA,NA
1962-06-01,NA,NA,611.05,92.74,NA,1384.5,NA,NA,NA
1962-06-04,NA,NA,593.68,92.74,NA,1395.32,NA,NA,NA
1962-06-05,NA,NA,594.96,92.74,NA,1400.6,NA,NA,NA
1962-06-06,NA,NA,603.91,92.74,NA,1416.75,NA,NA,NA
1962-06-07,NA,NA,602.2,92.74,NA,1422,NA,NA,NA
1962-06-08,NA,NA,601.61,92.74,NA,1436.04,NA,NA,NA
1962-06-11,NA,NA,595.17,92.74,NA,1437.74,NA,NA,NA
1962-06-12,NA,NA,580.94,92.74,NA,1441.63,NA,NA,NA
1962-06-13,NA,NA,574.04,92.74,NA,1434.7,NA,NA,NA
1962-06-14,NA,NA,563,92.74,NA,1433.39,NA,NA,NA
1962-06-15,NA,NA,578.18,88.21,NA,1432.34,NA,NA,NA
1962-06-18,NA,NA,574.21,88.21,NA,1438.79,NA,NA,NA
1962-06-19,NA,NA,571.61,88.21,NA,1440.79,NA,NA,NA
1962-06-20,NA,NA,563.08,88.21,NA,1433.42,NA,NA,NA
1962-06-21,NA,NA,550.49,88.21,NA,1431.84,NA,NA,NA
1962-06-22,NA,NA,539.19,88.21,NA,1426.27,NA,NA,NA
1962-06-25,NA,NA,536.77,88.21,NA,1406.97,NA,NA,NA
1962-06-26,NA,NA,535.76,88.21,NA,1423.18,NA,NA,NA
1962-06-27,NA,NA,536.98,88.21,NA,1429.61,NA,NA,NA
1962-06-28,NA,NA,557.35,88.21,NA,1436.64,NA,NA,NA
1962-06-29,NA,NA,561.28,89.23,NA,1441.91,NA,NA,NA
1962-07-02,NA,NA,573.75,89.23,NA,1462.22,NA,NA,NA
1962-07-03,NA,NA,579.48,89.23,NA,1475.93,NA,NA,NA
1962-07-04,NA,NA,579.48,89.23,NA,1474.03,NA,NA,NA
1962-07-05,NA,NA,583.87,89.23,NA,1477.68,NA,NA,NA
1962-07-06,NA,NA,576.17,89.23,NA,1485.87,NA,NA,NA
1962-07-09,NA,NA,580.82,89.23,NA,1487.2,NA,NA,NA
1962-07-10,NA,NA,586.01,89.23,NA,1474.83,NA,NA,NA
1962-07-11,NA,NA,589.06,89.23,NA,1468,NA,NA,NA
1962-07-12,NA,NA,590.27,89.23,NA,1460.8,NA,NA,NA
1962-07-13,NA,NA,590.19,89.23,NA,1469.3,NA,NA,NA
1962-07-16,NA,NA,588.1,88.66,NA,1477.79,NA,NA,NA
1962-07-17,NA,NA,577.85,88.66,NA,1466.45,NA,NA,NA
1962-07-18,NA,NA,571.24,88.66,NA,1479.12,NA,NA,NA
1962-07-19,NA,NA,573.16,88.66,NA,1469.11,NA,NA,NA
1962-07-20,NA,NA,577.18,88.66,NA,1453.15,NA,NA,NA
1962-07-23,NA,NA,577.47,88.66,NA,1433.86,NA,NA,NA
1962-07-24,NA,NA,574.12,88.66,NA,1440.56,NA,NA,NA
1962-07-25,NA,NA,574.67,88.66,NA,1450.26,NA,NA,NA
1962-07-26,NA,NA,579.61,88.66,NA,1437.32,NA,NA,NA
1962-07-27,NA,NA,585,88.66,NA,1426.35,NA,NA,NA
1962-07-30,NA,NA,591.44,88.66,NA,1421.81,NA,NA,NA
1962-07-31,NA,NA,597.93,86.65,NA,1410.4,NA,NA,NA
1962-08-01,NA,NA,591.36,86.65,NA,1412.11,NA,NA,NA
1962-08-02,NA,NA,593.83,86.65,NA,1416.12,NA,NA,NA
1962-08-03,NA,NA,596.38,86.65,NA,1410.35,NA,NA,NA
1962-08-06,NA,NA,593.24,86.65,NA,1389.79,NA,NA,NA
1962-08-07,NA,NA,588.35,86.65,NA,1384.86,NA,NA,NA
1962-08-08,NA,NA,590.94,86.65,NA,1385.71,NA,NA,NA
1962-08-09,NA,NA,591.19,86.65,NA,1382.87,NA,NA,NA
1962-08-10,NA,NA,592.32,86.65,NA,1410.73,NA,NA,NA
1962-08-13,NA,NA,595.29,86.65,NA,1421.95,NA,NA,NA
1962-08-14,NA,NA,601.9,86.65,NA,1418.79,NA,NA,NA
1962-08-15,NA,NA,606.76,92.95,NA,1419.61,NA,NA,NA
1962-08-16,NA,NA,606.71,92.95,NA,1411.95,NA,NA,NA
1962-08-17,NA,NA,610.02,92.95,NA,1420.07,NA,NA,NA
1962-08-20,NA,NA,612.86,92.95,NA,1432.29,NA,NA,NA
1962-08-21,NA,NA,608.64,92.95,NA,1420.48,NA,NA,NA
1962-08-22,NA,NA,615.54,92.95,NA,1412.76,NA,NA,NA
1962-08-23,NA,NA,616,92.95,NA,1413.36,NA,NA,NA
1962-08-24,NA,NA,613.74,92.95,NA,1411.69,NA,NA,NA
1962-08-27,NA,NA,612.57,92.95,NA,1403.34,NA,NA,NA
1962-08-28,NA,NA,605.25,92.95,NA,1410.99,NA,NA,NA
1962-08-29,NA,NA,603.24,92.95,NA,1424.92,NA,NA,NA
1962-08-30,NA,NA,602.32,92.95,NA,1424.55,NA,NA,NA
1962-08-31,NA,NA,609.18,91.85,NA,1416.97,NA,NA,NA
1962-09-03,NA,NA,609.18,91.85,NA,1399.72,NA,NA,NA
1962-09-04,NA,NA,602.45,91.85,NA,1389.87,NA,NA,NA
1962-09-05,NA,NA,599.14,91.85,NA,1380.2,NA,NA,NA
1962-09-06,NA,NA,600.81,91.85,NA,1386.99,NA,NA,NA
1962-09-07,NA,NA,600.86,91.85,NA,1379.13,NA,NA,NA
1962-09-10,NA,NA,602.03,91.85,NA,1340.92,NA,NA,NA
1962-09-11,NA,NA,603.99,91.85,NA,1345.84,NA,NA,NA
1962-09-12,NA,NA,606.34,91.85,NA,1329.81,NA,NA,NA
1962-09-13,NA,NA,603.99,91.85,NA,1346.66,NA,NA,NA
1962-09-14,NA,NA,605.84,89.86,NA,1357.71,NA,NA,NA
1962-09-17,NA,NA,607.63,89.86,NA,1339.82,NA,NA,NA
1962-09-18,NA,NA,607.09,89.86,NA,1338.51,NA,NA,NA
1962-09-19,NA,NA,607.09,89.86,NA,1328.57,NA,NA,NA
1962-09-20,NA,NA,601.65,89.86,NA,1326.26,NA,NA,NA
1962-09-21,NA,NA,591.78,89.86,NA,1329.8,NA,NA,NA
1962-09-24,NA,NA,582.91,89.86,NA,1328.37,NA,NA,NA
1962-09-25,NA,NA,588.22,89.86,NA,1322.02,NA,NA,NA
1962-09-26,NA,NA,578.48,89.86,NA,1296.55,NA,NA,NA
1962-09-27,NA,NA,574.12,89.86,NA,1320.02,NA,NA,NA
1962-09-28,NA,NA,578.98,90.11,NA,1306.32,NA,NA,NA
1962-10-01,NA,NA,571.95,90.11,NA,1261.79,NA,NA,NA
1962-10-02,NA,NA,578.73,90.11,NA,1246.06,NA,NA,NA
1962-10-03,NA,NA,578.52,90.11,NA,1240.16,NA,NA,NA
1962-10-04,NA,NA,582.41,90.11,NA,1279.93,NA,NA,NA
1962-10-05,NA,NA,586.59,90.11,NA,1307.4,NA,NA,NA
1962-10-08,NA,NA,586.09,90.11,NA,1327.77,NA,NA,NA
1962-10-09,NA,NA,587.18,90.11,NA,1314,NA,NA,NA
1962-10-10,NA,NA,588.14,90.11,NA,1302.48,NA,NA,NA
1962-10-11,NA,NA,586.47,90.11,NA,1281.87,NA,NA,NA
1962-10-12,NA,NA,586.47,90.11,NA,1293.52,NA,NA,NA
1962-10-15,NA,NA,589.69,91.78,NA,1272.76,NA,NA,NA
1962-10-16,NA,NA,589.35,91.78,NA,1266.53,NA,NA,NA
1962-10-17,NA,NA,587.68,91.78,NA,1245.52,NA,NA,NA
1962-10-18,NA,NA,581.15,91.78,NA,1270.15,NA,NA,NA
1962-10-19,NA,NA,573.29,91.78,NA,1262.21,NA,NA,NA
1962-10-22,NA,NA,568.6,91.78,NA,1255.57,NA,NA,NA
1962-10-23,NA,NA,558.06,91.78,NA,1238.48,NA,NA,NA
1962-10-24,NA,NA,576.68,91.78,NA,1243.86,NA,NA,NA
1962-10-25,NA,NA,570.86,91.78,NA,1240.45,NA,NA,NA
1962-10-26,NA,NA,569.02,91.78,NA,1244.48,NA,NA,NA
1962-10-29,NA,NA,579.35,91.78,NA,1216.04,NA,NA,NA
1962-10-30,NA,NA,588.98,91.78,NA,1217.04,NA,NA,NA
1962-10-31,NA,NA,589.77,91.28,NA,1259.52,NA,NA,NA
1962-11-01,NA,NA,597.13,91.28,NA,1286.09,NA,NA,NA
1962-11-02,NA,NA,604.58,91.28,NA,1321.72,NA,NA,NA
1962-11-05,NA,NA,610.48,91.28,NA,1329.45,NA,NA,NA
1962-11-06,NA,NA,610.48,91.28,NA,1354.84,NA,NA,NA
1962-11-07,NA,NA,615.75,91.28,NA,1371.63,NA,NA,NA
1962-11-08,NA,NA,609.14,91.28,NA,1395.32,NA,NA,NA
1962-11-09,NA,NA,616.13,91.28,NA,1391.23,NA,NA,NA
1962-11-12,NA,NA,624.41,91.28,NA,1429.65,NA,NA,NA
1962-11-13,NA,NA,623.11,91.28,NA,1403.47,NA,NA,NA
1962-11-14,NA,NA,630.48,91.28,NA,1412.74,NA,NA,NA
1962-11-15,NA,NA,629.14,95.22,NA,1422.36,NA,NA,NA
1962-11-16,NA,NA,630.98,95.22,NA,1427.48,NA,NA,NA
1962-11-19,NA,NA,626.21,95.22,NA,1416.88,NA,NA,NA
1962-11-20,NA,NA,632.94,95.22,NA,1403.17,NA,NA,NA
1962-11-21,NA,NA,637.25,95.22,NA,1392.65,NA,NA,NA
1962-11-22,NA,NA,637.25,95.22,NA,1421.55,NA,NA,NA
1962-11-23,NA,NA,644.87,95.22,NA,1421.55,NA,NA,NA
1962-11-26,NA,NA,642.06,95.22,NA,1432.44,NA,NA,NA
1962-11-27,NA,NA,648.05,95.22,NA,1446.54,NA,NA,NA
1962-11-28,NA,NA,651.85,95.22,NA,1439.69,NA,NA,NA
1962-11-29,NA,NA,652.61,95.22,NA,1454.71,NA,NA,NA
1962-11-30,NA,NA,649.3,95.15,NA,1441.82,NA,NA,NA
